uid,literate,attended_school,highest_school_lvl,preschool,now_enrolled,now_attending,past_enrolled,past_attending,now_not_attend_reason,now_not_enroll_reason,past_not_attend_reason,past_not_enroll_reason,finish_school_age,younger_19,public_private_school,school_transportation_time,school_transportation_vehicle,school_transportation_cost,school_expenses,poverty_score
701_6_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
721_10_3,True,1,8.0,2.0,1.0,1.0,2.0,,,,,4.0,23.0,2.0,,,,,,9.0
830_2_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
149_5_3,True,1,2.0,0.0,1.0,1.0,2.0,,,,,4.0,18.0,2.0,,,,,,5.0
693_6_1,True,1,2.0,1.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
789_2_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
812_7_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
12_4_3,True,1,1.0,4.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,3.0
779_5_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,16.0,2.0,,,,,,5.0
729_5_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
741_5_7,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
12_3_1,True,1,1.0,4.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,2.0
136_8_1,True,1,1.0,2.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,1.0
402_1_4,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,9.0
534_3_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
696_4_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
703_7_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
784_1_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
786_6_3,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,7.0
726_11_1,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,23.0,2.0,,,,,,5.0
346_3_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,3.0
670_6_3,True,1,2.0,2.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
703_8_2,True,1,4.0,2.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
746_2_3,True,1,6.0,3.0,2.0,,2.0,,,4.0,,4.0,28.0,2.0,,,,,,5.0
213_2_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,2.0
385_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,4.0,14.0,2.0,,,,,,3.0
516_8_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
689_7_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,8.0
667_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,4.0,16.0,2.0,,,,,,1.0
696_7_1,True,1,2.0,1.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
786_7_3,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
209_7_1,True,1,5.0,0.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,8.0
242_2_2,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,23.0,2.0,,,,,,6.0
137_9_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,6.0
161_1_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,4.0
629_4_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
546_3_1,True,1,1.0,3.0,1.0,1.0,2.0,,,,,4.0,15.0,2.0,,,,,,4.0
831_3_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
787_4_1,True,1,4.0,0.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,3.0
375_5_2,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,22.0,2.0,,,,,,6.0
174_8_2,True,1,2.0,3.0,1.0,1.0,2.0,,,,,4.0,16.0,2.0,,,,,,5.0
14_9_1,True,1,2.0,4.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
277_9_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,7.0
460_3_1,True,1,2.0,1.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,7.0
813_3_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
123_2_1,True,1,2.0,1.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,5.0
688_9_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,16.0,2.0,,,,,,3.0
290_1_1,True,1,2.0,3.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
403_8_3,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,7.0
192_4_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
598_2_1,True,1,4.0,0.0,2.0,,2.0,,,4.0,,4.0,17.0,2.0,,,,,,5.0
72_4_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
788_6_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
210_5_3,True,1,5.0,0.0,2.0,,2.0,,,4.0,,4.0,20.0,2.0,,,,,,8.0
689_1_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
812_11_2,True,1,3.0,0.0,2.0,,2.0,,,4.0,,4.0,17.0,2.0,,,,,,4.0
524_7_1,True,1,2.0,1.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
689_8_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
386_4_1,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,24.0,2.0,,,,,,3.0
14_8_1,True,1,1.0,3.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
785_4_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
46_6_1,True,1,2.0,1.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
756_5_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
778_5_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,8.0
209_4_3,True,1,5.0,0.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,4.0
210_4_1,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,23.0,2.0,,,,,,6.0
827_10_2,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,24.0,2.0,,,,,,8.0
210_3_1,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,25.0,2.0,,,,,,8.0
616_4_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
786_9_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,4.0
634_10_2,True,1,1.0,1.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,4.0
679_3_2,True,1,6.0,2.0,2.0,,2.0,,,4.0,,4.0,22.0,2.0,,,,,,4.0
416_5_1,True,1,1.0,1.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,4.0
524_2_1,True,1,1.0,1.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,3.0
779_4_1,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,16.0,2.0,,,,,,5.0
701_7_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,17.0,2.0,,,,,,4.0
13_6_1,True,1,2.0,4.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
741_4_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
801_6_1,True,1,2.0,2.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
813_2_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
828_2_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
834_7_1,True,1,7.0,2.0,2.0,,2.0,,,4.0,,4.0,22.0,2.0,,,,,,5.0
265_1_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,6.0
735_8_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,6.0
535_2_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,4.0
535_5_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
779_8_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,6.0
528_3_1,True,1,3.0,0.0,2.0,,2.0,,,4.0,,4.0,17.0,2.0,,,,,,5.0
786_4_3,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
596_2_1,True,1,2.0,2.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,8.0
14_5_2,True,1,1.0,2.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,4.0
523_7_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
831_2_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
661_6_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,1.0
811_2_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
814_3_2,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,37.0,2.0,,,,,,3.0
71_8_1,True,1,1.0,1.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,2.0
781_6_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,1.0
45_10_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
700_2_3,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
664_10_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,4.0,19.0,2.0,,,,,,3.0
785_3_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,10.0,2.0,,,,,,5.0
197_5_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,4.0
535_4_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,3.0
378_2_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
784_7_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,8.0
812_1_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
16_5_1,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,12.0,2.0,,,,,,2.0
661_4_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,16.0,2.0,,,,,,2.0
374_8_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
773_2_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,4.0,18.0,2.0,,,,,,3.0
810_5_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
634_5_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,3.0
693_3_1,True,1,2.0,1.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,4.0
700_10_3,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,25.0,2.0,,,,,,7.0
789_5_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,4.0
701_11_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,6.0
534_8_1,True,1,5.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
14_2_1,True,1,1.0,2.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,3.0
270_4_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,6.0
534_7_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,3.0
535_7_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
515_8_2,True,1,2.0,1.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
518_1_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
593_6_1,True,1,2.0,2.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,7.0
672_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,4.0,18.0,2.0,,,,,,4.0
811_7_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
661_9_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,4.0
832_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,4.0,18.0,2.0,,,,,,4.0
672_3_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,6.0
182_7_1,True,1,5.0,0.0,2.0,,2.0,,,4.0,,4.0,21.0,2.0,,,,,,5.0
786_2_3,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
778_3_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,16.0,2.0,,,,,,6.0
810_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,4.0,17.0,2.0,,,,,,6.0
141_9_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
664_2_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,2.0
701_3_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
600_7_1,True,1,2.0,2.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,8.0
667_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,4.0,19.0,2.0,,,,,,2.0
810_9_1,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,24.0,2.0,,,,,,9.0
810_6_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,6.0
773_6_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,4.0,18.0,2.0,,,,,,4.0
700_12_1,True,1,6.0,0.0,2.0,,2.0,,,4.0,,4.0,24.0,2.0,,,,,,5.0
801_2_1,True,1,1.0,1.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
516_4_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
525_9_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
534_2_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
784_8_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
786_1_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
47_3_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,3.0
756_10_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
832_11_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,6.0
523_6_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,4.0
783_8_1,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
812_9_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
662_3_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,19.0,2.0,,,,,,2.0
834_8_1,True,1,1.0,2.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,6.0
784_9_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,16.0,2.0,,,,,,6.0
13_2_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,8.0
812_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,4.0,18.0,2.0,,,,,,4.0
599_6_1,True,1,5.0,0.0,2.0,,2.0,,,4.0,,4.0,21.0,2.0,,,,,,9.0
534_1_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
12_8_2,True,1,5.0,0.0,2.0,,2.0,,,4.0,,4.0,16.0,2.0,,,,,,4.0
666_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,4.0,16.0,2.0,,,,,,1.0
775_6_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,4.0,19.0,2.0,,,,,,3.0
12_1_1,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,10.0,2.0,,,,,,3.0
782_8_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,10.0,2.0,,,,,,4.0
795_5_1,False,1,1.0,1.0,2.0,,2.0,,,4.0,,4.0,13.0,2.0,,,,,,5.0
689_10_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
516_1_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
526_3_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
738_2_2,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
789_3_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
810_10_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
795_1_1,True,1,1.0,2.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,6.0
44_8_1,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,1.0
512_2_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,7.0
571_3_1,True,1,3.0,0.0,2.0,,2.0,,,4.0,,4.0,16.0,2.0,,,,,,6.0
722_2_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
813_7_2,False,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
570_5_2,True,1,5.0,0.0,2.0,,2.0,,,4.0,,4.0,20.0,2.0,,,,,,6.0
834_5_1,True,1,1.0,1.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
58_6_1,True,1,2.0,2.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
728_3_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,6.0
809_10_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,4.0,18.0,2.0,,,,,,4.0
831_4_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,13.0,2.0,,,,,,6.0
515_2_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,4.0
516_7_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
662_9_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,3.0
195_9_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,5.0
12_2_2,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,7.0
812_5_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,4.0,13.0,2.0,,,,,,2.0
705_5_1,True,1,1.0,0.0,2.0,,2.0,,,3.0,,4.0,18.0,2.0,,,,,,4.0
528_7_1,True,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,5.0
516_3_1,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,14.0,2.0,,,,,,5.0
634_3_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,25.0,2.0,,,,,,4.0
784_5_1,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,15.0,2.0,,,,,,7.0
634_9_1,True,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,4.0
14_6_1,True,1,1.0,2.0,2.0,,2.0,,,4.0,,4.0,10.0,2.0,,,,,,7.0
738_11_1,False,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,2.0
16_1_1,False,1,1.0,0.0,2.0,,2.0,,,4.0,,4.0,10.0,2.0,,,,,,4.0
741_3_1,False,1,2.0,0.0,2.0,,2.0,,,4.0,,4.0,18.0,2.0,,,,,,3.0
384_7_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,5.0,10.0,2.0,,,,,,3.0
44_12_1,True,1,2.0,1.0,2.0,,2.0,,,5.0,,5.0,18.0,2.0,,,,,,4.0
48_2_1,True,1,2.0,0.0,2.0,,2.0,,,7.0,,7.0,18.0,2.0,,,,,,4.0
48_5_1,True,1,1.0,1.0,2.0,,2.0,,,7.0,,7.0,14.0,2.0,,,,,,5.0
696_3_1,False,1,1.0,0.0,2.0,,2.0,,,8.0,,8.0,15.0,2.0,,,,,,3.0
69_2_1,True,1,1.0,0.0,2.0,,2.0,,,8.0,,8.0,14.0,2.0,,,,,,2.0
182_6_1,True,1,1.0,0.0,2.0,,2.0,,,8.0,,8.0,14.0,2.0,,,,,,1.0
385_12_1,True,1,1.0,0.0,2.0,,2.0,,,8.0,,8.0,14.0,2.0,,,,,,3.0
103_5_1,False,1,2.0,0.0,2.0,,2.0,,,8.0,,8.0,20.0,2.0,,,,,,2.0
45_9_1,False,1,1.0,0.0,2.0,,2.0,,,8.0,,8.0,14.0,2.0,,,,,,2.0
346_1_1,True,1,1.0,0.0,2.0,,2.0,,,8.0,,8.0,14.0,2.0,,,,,,3.0
483_2_1,False,1,1.0,0.0,2.0,,2.0,,,8.0,,8.0,14.0,2.0,,,,,,7.0
528_5_1,False,1,1.0,0.0,2.0,,2.0,,,8.0,,8.0,15.0,2.0,,,,,,5.0
795_8_1,False,1,1.0,1.0,2.0,,2.0,,,8.0,,8.0,10.0,2.0,,,,,,5.0
534_4_1,True,1,1.0,0.0,2.0,,2.0,,,10.0,,10.0,15.0,2.0,,,,,,4.0
534_5_1,True,1,5.0,0.0,2.0,,2.0,,,10.0,,10.0,20.0,2.0,,,,,,6.0
413_5_1,False,1,1.0,0.0,2.0,,2.0,,,14.0,,11.0,11.0,2.0,,,,,,6.0
687_9_4,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,14.0,2.0,,,,,,6.0
376_5_4,True,1,2.0,0.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,6.0
382_1_3,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,14.0,2.0,,,,,,10.0
626_5_2,True,1,2.0,0.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,6.0
783_2_1,True,1,2.0,0.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,4.0
377_5_4,True,1,2.0,0.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,2.0
195_3_2,True,1,2.0,2.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,4.0
148_1_1,True,1,1.0,2.0,2.0,,2.0,,,12.0,,12.0,14.0,2.0,,,,,,3.0
509_1_1,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,15.0,2.0,,,,,,6.0
783_6_1,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,15.0,2.0,,,,,,4.0
381_4_1,True,1,2.0,1.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,6.0
486_8_1,True,1,2.0,2.0,2.0,,2.0,,,12.0,,12.0,19.0,2.0,,,,,,4.0
148_4_3,True,1,1.0,2.0,2.0,,2.0,,,12.0,,12.0,14.0,2.0,,,,,,2.0
379_1_1,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,15.0,2.0,,,,,,2.0
379_3_1,True,1,2.0,1.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,8.0
380_8_1,True,1,2.0,1.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,3.0
379_6_1,True,1,1.0,1.0,2.0,,2.0,,,12.0,,12.0,15.0,2.0,,,,,,4.0
382_4_2,True,1,1.0,1.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,4.0
383_1_2,True,1,2.0,1.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,3.0
379_7_1,True,1,1.0,1.0,2.0,,2.0,,,12.0,,12.0,15.0,2.0,,,,,,1.0
357_1_2,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,4.0
778_2_1,True,1,2.0,0.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,5.0
148_3_2,True,1,1.0,1.0,2.0,,2.0,,,12.0,,12.0,14.0,2.0,,,,,,3.0
415_1_1,False,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,10.0,2.0,,,,,,4.0
804_8_2,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,14.0,2.0,,,,,,6.0
382_7_1,True,1,1.0,1.0,2.0,,2.0,,,12.0,,12.0,15.0,2.0,,,,,,2.0
729_3_2,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,14.0,2.0,,,,,,5.0
379_5_1,True,1,2.0,1.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,3.0
486_4_1,True,1,2.0,3.0,2.0,,2.0,,,12.0,,12.0,18.0,2.0,,,,,,3.0
486_2_1,True,1,2.0,2.0,2.0,,2.0,,,12.0,,12.0,19.0,2.0,,,,,,5.0
510_8_1,False,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,15.0,2.0,,,,,,4.0
687_8_2,True,1,1.0,0.0,2.0,,2.0,,,12.0,,12.0,15.0,2.0,,,,,,6.0
