uid,poverty_score,sex,family_role,age,marital_status,spouse_lives,time_away,lives_with_mom,moms_education,mom_alive,lives_with_dad,dad_education,dad_alive
814_2_1,6.0,2,1,76,4.0,,0,2,1.0,2.0,2,1.0,2.0
814_3_2,3.0,2,2,45,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
814_6_1,3.0,2,1,69,4.0,,0,2,1.0,2.0,2,1.0,2.0
814_7_2,4.0,2,2,57,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
814_8_2,2.0,2,2,66,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
827_2_1,3.0,2,1,78,4.0,,0,2,1.0,2.0,2,1.0,2.0
827_6_1,7.0,1,1,66,4.0,,3,2,2.0,1.0,2,2.0,2.0
827_9_1,4.0,1,1,78,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
827_10_2,8.0,2,2,40,1.0,1.0,0,2,4.0,1.0,2,2.0,1.0
828_2_1,6.0,1,1,42,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
828_3_1,5.0,1,1,55,1.0,1.0,0,2,4.0,1.0,2,2.0,1.0
828_4_2,6.0,2,2,65,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
828_5_2,6.0,2,2,54,1.0,1.0,0,2,2.0,1.0,2,1.0,2.0
828_8_2,5.0,2,2,40,2.0,2.0,0,2,3.0,2.0,1,,
828_10_2,4.0,2,4,22,5.0,,0,1,,,2,2.0,2.0
829_1_2,5.0,2,2,75,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
829_6_2,5.0,2,2,52,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
829_7_2,6.0,2,2,55,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
829_10_1,6.0,1,1,53,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
830_2_2,5.0,2,2,26,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
830_3_2,5.0,2,2,54,1.0,1.0,0,2,3.0,1.0,2,4.0,1.0
830_4_2,3.0,2,2,36,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
830_5_1,6.0,2,1,79,4.0,,8,2,3.0,2.0,2,4.0,2.0
830_9_1,5.0,1,1,34,1.0,1.0,1,2,2.0,2.0,2,3.0,2.0
830_10_1,5.0,1,1,47,5.0,,0,2,2.0,1.0,2,1.0,1.0
831_1_2,4.0,2,2,43,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
831_2_1,4.0,1,1,44,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
831_3_2,3.0,2,2,35,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
831_4_1,6.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
831_5_2,5.0,2,2,67,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
832_1_1,4.0,1,1,51,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
832_6_1,7.0,1,1,72,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
832_8_1,5.0,1,1,50,1.0,1.0,0,2,3.0,1.0,2,2.0,1.0
832_9_2,6.0,2,2,56,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
832_10_1,3.0,1,1,58,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
832_11_1,6.0,1,1,55,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
832_12_2,5.0,2,2,41,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
834_1_1,6.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
834_2_1,5.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
834_3_1,6.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
834_5_1,5.0,1,1,60,1.0,2.0,0,2,1.0,2.0,2,2.0,2.0
834_6_1,5.0,1,1,69,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
834_7_1,5.0,1,1,42,5.0,,0,2,2.0,2.0,2,1.0,2.0
834_8_1,6.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
834_9_1,5.0,1,1,48,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
