uid,HH_Hhid,HH_Q02,HH_Q03,HH_Q04,HH_Q05y,HH_Q05m,HH_Q06,HH_Q07,HH_Q08,HH_Q09,HH_Q10,HH_Q11,HH_Q12,HH_Q13,HH_Q14,HH_Q15,HH_Q16,HH_Q17,HH_Q18,HH_Q19,HH_Q20,HH_Q21,HH_Q22,poverty_score
264_2_1,26402,1,1,19530304,59,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,59.0,,2,,1.0,2.0,60.0,,5.0
264_3_1,26403,1,1,19650429,47,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,67.0,2,,3.0,2.0,52.0,,5.0
264_6_1,26406,1,1,19790601,33,4,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,3.0,2.0,71.0,,4.0
264_7_1,26407,2,1,19620410,50,5,4.0,,,0,1,2,,2.0,1.0,,77.0,2,,2.0,2.0,72.0,,3.0
264_10_2,26410,2,1,19600128,52,8,1.0,1.0,1.0,0,1,2,,2.0,2.0,87.0,,2,,2.0,2.0,64.0,,4.0
264_11_1,26411,1,1,19561010,55,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,3.0,2.0,75.0,,6.0
264_12_1,26412,1,1,19640617,48,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,70.0,2,,3.0,2.0,65.0,,7.0
265_1_1,26501,1,1,19690107,43,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,67.0,2,,2.0,2.0,70.0,,6.0
265_2_1,26502,1,1,19750423,37,4,1.0,1.0,2.0,0,1,2,,3.0,2.0,65.0,,2,,3.0,1.0,,68.0,5.0
265_3_1,26503,1,1,19561129,55,9,1.0,1.0,2.0,0,1,2,,2.0,1.0,,75.0,2,,2.0,2.0,65.0,,5.0
265_4_1,26504,2,1,19510418,61,4,4.0,,,0,1,2,,3.0,2.0,75.0,,2,,3.0,2.0,80.0,,5.0
265_5_1,26505,2,1,19520213,60,6,4.0,,,0,1,2,,2.0,2.0,75.0,,2,,2.0,2.0,45.0,,4.0
265_7_1,26507,1,1,19490109,63,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,69.0,,2,,2.0,2.0,92.0,,5.0
265_8_1,26508,1,1,19811223,30,8,1.0,1.0,2.0,0,1,2,,3.0,1.0,,63.0,2,,4.0,1.0,,65.0,4.0
266_2_1,26602,1,1,19510201,61,7,1.0,1.0,2.0,0,1,2,,1.0,1.0,,86.0,2,,2.0,2.0,62.0,,4.0
266_3_1,26603,1,1,19350228,77,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,85.0,,2,,2.0,2.0,36.0,,5.0
266_4_1,26604,1,1,19460801,66,1,1.0,1.0,2.0,0,1,2,,3.0,2.0,56.0,,2,,3.0,2.0,55.0,,3.0
266_6_1,26606,1,1,19700306,42,5,1.0,1.0,2.0,0,1,1,6.0,,,,,2,,3.0,2.0,52.0,,7.0
266_7_1,26607,1,1,19540323,58,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,84.0,2,,2.0,1.0,,99.0,6.0
266_10_1,26610,1,1,19790824,33,0,1.0,1.0,2.0,0,1,2,,3.0,1.0,,61.0,2,,3.0,1.0,,73.0,5.0
267_2_1,26702,1,1,19401013,71,10,1.0,1.0,2.0,0,1,2,,1.0,2.0,94.0,,2,,1.0,2.0,68.0,,5.0
267_4_1,26704,1,1,19730819,39,0,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,1.0,2.0,79.0,,5.0
267_5_1,26705,1,1,19551217,56,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,73.0,,4.0
267_6_1,26706,1,1,19511027,60,10,1.0,1.0,2.0,0,1,2,,1.0,2.0,73.0,,2,,1.0,2.0,71.0,,4.0
267_7_1,26707,1,1,19640510,48,3,1.0,1.0,2.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,70.0,,5.0
267_8_1,26708,1,1,19380710,74,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,70.0,,5.0
267_9_1,26709,1,1,19860115,26,7,5.0,,,0,1,1,2.0,,,,,2,,1.0,2.0,75.0,,4.0
268_1_1,26801,1,1,19370326,75,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,90.0,,2,,1.0,2.0,70.0,,3.0
268_4_1,26804,1,1,19460306,66,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,99.0,,3.0
268_5_1,26805,1,1,19350507,77,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,1.0,2.0,67.0,,3.0
268_7_1,26807,1,1,19440207,68,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,85.0,,2,,1.0,2.0,76.0,,4.0
268_8_1,26808,1,1,19440101,68,8,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,1.0,2.0,34.0,,4.0
268_12_1,26812,1,1,19480906,64,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,50.0,,4.0
269_2_1,26902,1,1,19640707,48,2,1.0,1.0,2.0,0,1,1,7.0,,,,,1,6.0,,,,,4.0
269_3_1,26903,1,1,19520120,60,7,1.0,2.0,,0,1,2,,1.0,2.0,92.0,,2,,1.0,2.0,84.0,,5.0
269_4_1,26904,1,1,19610710,51,1,1.0,1.0,2.0,0,1,2,,3.0,1.0,,75.0,2,,7.0,1.0,,77.0,6.0
269_5_1,26905,1,1,19590519,53,3,1.0,1.0,2.0,0,1,2,,7.0,2.0,59.0,,2,,7.0,2.0,84.0,,5.0
269_6_2,26906,2,2,19630307,49,6,1.0,1.0,1.0,0,1,2,,1.0,1.0,,80.0,2,,1.0,1.0,,89.0,4.0
269_7_1,26907,1,1,19360430,76,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,92.0,,2,,1.0,2.0,72.0,,4.0
270_4_2,27004,2,2,19611226,50,8,1.0,1.0,1.0,0,1,2,,3.0,1.0,,81.0,2,,3.0,2.0,54.0,,6.0
270_5_2,27005,2,2,19480229,64,6,1.0,1.0,1.0,0,1,2,,2.0,2.0,68.0,,2,,1.0,2.0,75.0,,6.0
270_6_2,27006,2,2,19780406,34,5,1.0,1.0,1.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,1.0,,79.0,5.0
270_9_2,27009,2,2,19600106,52,8,1.0,1.0,1.0,0,1,2,,2.0,2.0,62.0,,2,,2.0,1.0,,88.0,6.0
271_1_2,27101,1,4,19520912,59,11,1.0,1.0,3.0,0,1,2,,2.0,2.0,80.0,,1,1.0,,,,,6.0
271_4_1,27104,1,1,19670702,45,2,5.0,,,0,1,2,,2.0,1.0,,83.0,2,,2.0,2.0,80.0,,4.0
271_5_2,27105,2,2,19580109,54,8,1.0,1.0,1.0,0,1,2,,3.0,2.0,67.0,,2,,3.0,1.0,,86.0,6.0
271_7_2,27107,2,2,19340804,78,1,1.0,1.0,1.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,77.0,,5.0
271_9_2,27109,2,2,19430105,69,8,1.0,1.0,1.0,2,1,2,,2.0,2.0,95.0,,2,,2.0,2.0,72.0,,5.0
272_1_1,27201,2,1,19651110,46,10,4.0,,,0,1,2,,1.0,1.0,,65.0,2,,2.0,1.0,,71.0,4.0
272_2_1,27202,1,1,19630902,49,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,63.0,,4.0
272_3_1,27203,1,1,19590317,53,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,64.0,,2,,1.0,2.0,65.0,,6.0
272_4_1,27204,1,1,19220605,90,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,85.0,,6.0
272_5_1,27205,1,1,19751221,36,8,1.0,1.0,2.0,0,1,2,,2.0,1.0,,59.0,2,,2.0,2.0,39.0,,4.0
272_6_1,27206,1,1,19750610,37,3,1.0,1.0,2.0,0,1,2,,1.0,1.0,,76.0,2,,1.0,2.0,82.0,,4.0
272_8_1,27208,1,1,19540401,58,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,63.0,,5.0
272_9_1,27209,1,1,19860707,26,2,1.0,1.0,2.0,0,1,2,,3.0,1.0,,61.0,2,,3.0,1.0,,69.0,4.0
273_1_1,27301,1,1,19540623,58,2,1.0,1.0,2.0,0,1,2,,5.0,1.0,,84.0,2,,1.0,2.0,40.0,,5.0
273_2_1,27302,1,1,19401202,71,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,76.0,,4.0
273_3_1,27303,1,1,19760708,36,2,1.0,1.0,2.0,0,1,2,,3.0,1.0,,61.0,2,,2.0,1.0,,74.0,6.0
273_4_1,27304,1,1,19871202,24,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,76.0,,2,,2.0,2.0,78.0,,4.0
273_5_1,27305,1,1,19680415,44,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,61.0,2,,1.0,1.0,,69.0,4.0
273_8_1,27308,1,1,19890702,23,2,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,3.0,2.0,41.0,,5.0
273_9_1,27309,1,1,19640112,48,8,1.0,1.0,2.0,0,1,2,,1.0,1.0,,85.0,2,,1.0,1.0,,80.0,4.0
274_1_1,27401,1,1,19740203,38,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,59.0,2,,3.0,1.0,,64.0,5.0
274_2_1,27402,1,1,19690816,43,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,71.0,2,,1.0,2.0,85.0,,5.0
274_3_1,27403,1,1,19620221,50,6,1.0,1.0,2.0,0,1,2,,1.0,1.0,,77.0,2,,1.0,2.0,63.0,,4.0
274_4_1,27404,1,1,19460307,66,6,1.0,1.0,2.0,0,1,2,,1.0,1.0,,93.0,2,,1.0,2.0,106.0,,6.0
274_5_1,27405,1,1,19581113,53,10,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,1.0,2.0,63.0,,5.0
274_7_1,27407,1,1,19490512,63,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,73.0,,2,,1.0,2.0,77.0,,6.0
275_1_1,27501,2,1,19411122,70,10,4.0,,,0,1,2,,1.0,2.0,59.0,,2,,1.0,2.0,74.0,,4.0
275_4_1,27504,1,1,19740520,38,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,58.0,,1,4.0,,,,,4.0
275_5_1,27505,1,1,19640602,48,3,1.0,2.0,,0,1,2,,2.0,1.0,,63.0,2,,2.0,1.0,,67.0,6.0
275_6_1,27506,1,1,19390627,73,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,74.0,,2,,1.0,2.0,68.0,,7.0
275_7_1,27507,2,1,19470405,65,5,4.0,,,0,1,2,,1.0,2.0,64.0,,2,,1.0,2.0,74.0,,2.0
276_1_1,27601,1,1,19650925,46,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,71.0,,2,,2.0,2.0,60.0,,3.0
276_3_1,27603,1,1,19771220,34,8,1.0,1.0,2.0,0,1,2,,1.0,1.0,,55.0,2,,2.0,1.0,,63.0,4.0
276_4_1,27604,1,1,19470723,65,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,66.0,,2,,1.0,2.0,70.0,,5.0
276_10_1,27610,1,1,19610318,51,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,65.0,,2,,1.0,2.0,70.0,,4.0
277_1_1,27701,1,1,19831004,28,10,1.0,1.0,2.0,0,1,2,,3.0,1.0,,43.0,2,,3.0,1.0,,45.0,4.0
277_2_1,27702,1,1,19450206,67,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,39.0,,2,,1.0,2.0,67.0,,6.0
277_3_1,27703,1,1,19610820,51,1,1.0,1.0,2.0,0,1,2,,2.0,1.0,,73.0,2,,2.0,2.0,68.0,,1.0
277_6_1,27706,1,1,19480526,64,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,83.0,,2,,1.0,2.0,75.0,,5.0
277_7_1,27707,1,1,19680910,44,0,1.0,1.0,2.0,0,1,2,,3.0,2.0,68.0,,2,,2.0,2.0,63.0,,3.0
277_9_1,27709,1,1,19760305,36,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,57.0,2,,3.0,1.0,,60.0,7.0
277_11_1,27711,1,1,19570515,55,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,69.0,2,,2.0,2.0,44.0,,4.0
278_1_1,27801,1,1,19501208,61,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,65.0,,2,,2.0,2.0,73.0,,2.0
278_2_1,27802,1,1,19500310,62,6,1.0,1.0,2.0,0,1,2,,1.0,1.0,,74.0,2,,1.0,1.0,,79.0,4.0
278_4_1,27804,1,1,19800324,32,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,56.0,2,,3.0,1.0,,59.0,5.0
278_5_1,27805,1,1,19650320,47,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,67.0,2,,3.0,1.0,,70.0,6.0
278_7_1,27807,1,1,19670601,45,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,62.0,,2,,1.0,2.0,74.0,,4.0
278_8_1,27808,1,1,19690727,43,1,1.0,1.0,2.0,0,1,2,,2.0,1.0,,59.0,2,,2.0,1.0,,74.0,2.0
278_9_1,27809,1,1,19610101,51,8,1.0,2.0,,0,1,2,,2.0,1.0,,69.0,2,,2.0,2.0,63.0,,6.0
279_1_1,27901,1,1,19480331,64,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,69.0,,7.0
279_2_1,27902,1,1,19470716,65,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,50.0,,2,,2.0,2.0,63.0,,4.0
279_3_1,27903,1,1,19370212,75,7,4.0,,,0,1,2,,1.0,2.0,83.0,,2,,1.0,2.0,74.0,,7.0
279_4_1,27904,1,1,19510416,61,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,54.0,,2,,1.0,2.0,67.0,,9.0
279_5_1,27905,1,1,19810403,31,5,1.0,1.0,2.0,0,1,1,5.0,,,,,1,4.0,,,,,6.0
279_6_1,27906,1,1,19710405,41,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,54.0,2,,2.0,1.0,,67.0,2.0
279_7_1,27907,1,1,19780619,34,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,57.0,2,,3.0,1.0,,60.0,4.0
279_8_1,27908,1,1,19830416,29,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,58.0,2,,3.0,1.0,,63.0,8.0
280_1_1,28001,1,1,19690710,43,1,1.0,1.0,2.0,0,1,1,7.0,,,,,1,8.0,,,,,8.0
280_2_1,28002,1,1,19790216,33,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,45.0,,2,,1.0,1.0,,63.0,6.0
280_3_1,28003,1,1,19650313,47,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,70.0,2,,1.0,1.0,,77.0,7.0
280_4_1,28004,1,1,19710106,41,7,1.0,1.0,2.0,0,1,2,,2.0,1.0,,69.0,2,,2.0,1.0,,68.0,7.0
280_5_1,28005,1,1,19630718,49,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,1.0,,70.0,8.0
280_6_1,28006,1,1,19830723,29,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,54.0,2,,2.0,1.0,,54.0,7.0
280_8_1,28008,1,1,19720802,40,1,1.0,1.0,2.0,0,1,2,,2.0,1.0,,71.0,2,,2.0,1.0,,86.0,9.0
281_1_1,28101,1,1,19590611,53,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,1.0,2.0,70.0,,9.0
281_2_1,28102,1,1,19510605,61,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,69.0,,2,,1.0,2.0,78.0,,7.0
281_3_1,28103,1,1,19850527,27,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,50.0,2,,2.0,1.0,,53.0,8.0
281_4_1,28104,1,1,19811028,30,10,1.0,1.0,2.0,0,1,2,,2.0,1.0,,53.0,2,,2.0,1.0,,55.0,7.0
281_6_1,28106,1,1,19240614,88,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,2.0,2.0,79.0,,8.0
281_8_1,28108,2,1,19710302,41,6,4.0,,,0,1,2,,2.0,1.0,,64.0,2,,2.0,1.0,,70.0,5.0
281_11_1,28111,1,1,19420817,70,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,72.0,,6.0
282_1_1,28201,1,1,19760430,36,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,62.0,2,,2.0,1.0,,65.0,6.0
282_2_1,28202,1,1,19830505,29,4,1.0,1.0,2.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,1.0,,68.0,8.0
282_3_1,28203,1,1,19750311,37,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,62.0,2,,2.0,1.0,,67.0,8.0
282_4_1,28204,1,1,19790610,33,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,54.0,2,,2.0,1.0,,56.0,8.0
282_5_1,28205,1,1,19421114,69,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,84.0,,8.0
282_6_1,28206,1,1,19720527,40,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,65.0,2,,2.0,1.0,,70.0,7.0
282_7_1,28207,1,1,19330125,79,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,83.0,,7.0
282_8_1,28208,1,1,19690601,43,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,75.0,7.0
283_2_1,28302,1,1,19680807,44,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,75.0,,2,,2.0,2.0,73.0,,8.0
283_3_1,28303,1,1,19760825,36,0,1.0,1.0,2.0,0,1,1,6.0,,,,,2,,2.0,2.0,75.0,,7.0
283_4_1,28304,1,1,19380320,74,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,67.0,,2,,1.0,2.0,70.0,,8.0
283_5_1,28305,2,1,19560216,56,7,4.0,,,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,84.0,,8.0
283_6_1,28306,1,1,19750307,37,6,1.0,1.0,2.0,0,1,2,,2.0,1.0,,65.0,2,,2.0,2.0,70.0,,7.0
284_1_1,28401,1,1,19460327,66,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,79.0,,8.0
284_3_1,28403,1,1,19720122,40,7,1.0,1.0,2.0,0,1,2,,1.0,1.0,,69.0,2,,2.0,1.0,,74.0,7.0
284_5_1,28405,1,1,19670810,45,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,2.0,2.0,75.0,,7.0
284_6_1,28406,1,1,19680226,44,6,1.0,1.0,2.0,0,1,2,,1.0,1.0,,69.0,2,,1.0,2.0,75.0,,6.0
284_8_1,28408,2,1,19450602,67,3,4.0,,,0,1,2,,2.0,2.0,81.0,,2,,2.0,2.0,50.0,,6.0
284_10_1,28410,1,1,19670523,45,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,69.0,,2,,2.0,2.0,70.0,,8.0
284_11_1,28411,1,1,19570707,55,2,1.0,1.0,2.0,0,1,2,,1.0,1.0,,70.0,2,,2.0,2.0,60.0,,8.0
285_1_1,28501,1,1,19340510,78,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,72.0,,7.0
285_2_1,28502,1,1,19610614,51,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,79.0,2,,2.0,2.0,78.0,,7.0
285_3_1,28503,2,1,19330410,79,5,4.0,,,0,1,2,,1.0,2.0,70.0,,2,,2.0,2.0,75.0,,7.0
285_4_1,28504,1,1,19631116,48,10,1.0,1.0,2.0,0,1,2,,1.0,1.0,,72.0,2,,1.0,1.0,,79.0,7.0
285_5_1,28505,1,1,19660428,46,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,68.0,2,,2.0,2.0,78.0,,9.0
285_6_1,28506,1,1,19510927,60,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,82.0,,7.0
285_8_1,28508,1,1,19700906,42,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,65.0,2,,2.0,2.0,70.0,,7.0
286_1_2,28601,2,2,19680722,44,2,1.0,1.0,1.0,0,1,2,,3.0,2.0,70.0,,2,,3.0,2.0,74.0,,4.0
286_2_1,28602,1,1,19620319,50,6,1.0,1.0,2.0,0,1,2,,2.0,1.0,,79.0,2,,2.0,2.0,65.0,,2.0
286_4_1,28604,2,1,19510127,61,8,2.0,2.0,,0,1,2,,3.0,1.0,,80.0,2,,2.0,2.0,70.0,,5.0
286_7_2,28607,2,2,19690513,43,5,1.0,1.0,1.0,0,1,2,,3.0,1.0,,78.0,2,,2.0,1.0,,85.0,2.0
286_8_2,28608,2,1,19730926,39,0,1.0,1.0,1.0,0,1,2,,2.0,1.0,,60.0,2,,2.0,1.0,,65.0,7.0
286_9_2,28609,2,2,19560324,56,6,1.0,1.0,1.0,0,1,2,,2.0,1.0,,78.0,2,,3.0,1.0,,80.0,3.0
286_10_1,28610,1,1,19340413,78,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,84.0,,5.0
287_1_2,28701,2,2,19430424,69,4,1.0,1.0,1.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,80.0,,3.0
287_3_1,28703,2,1,19500402,62,6,4.0,,,0,1,2,,1.0,2.0,45.0,,2,,1.0,2.0,77.0,,7.0
287_4_2,28704,2,2,19480623,64,3,1.0,1.0,1.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,78.0,,2.0
287_5_1,28705,2,1,19630202,49,8,1.0,2.0,,1,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,85.0,,6.0
287_6_4,28706,2,9,19700317,42,7,1.0,1.0,3.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,71.0,5.0
287_7_1,28707,1,1,19700604,42,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,64.0,,2,,1.0,2.0,72.0,,3.0
287_8_2,28708,2,2,19680523,44,4,1.0,1.0,1.0,0,1,2,,3.0,1.0,,73.0,2,,3.0,1.0,,74.0,3.0
288_2_1,28802,1,1,19460825,66,0,1.0,1.0,2.0,0,1,2,,3.0,2.0,70.0,,2,,3.0,2.0,73.0,,2.0
288_7_1,28807,2,1,19500920,61,11,4.0,,,0,1,2,,2.0,2.0,69.0,,2,,2.0,2.0,71.0,,3.0
288_8_1,28808,1,1,19620520,50,3,1.0,1.0,2.0,0,1,2,,4.0,1.0,,67.0,2,,9.0,1.0,,70.0,2.0
288_9_1,28809,1,1,19911121,20,9,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,3.0,2.0,64.0,,3.0
288_11_1,28811,1,1,19451108,66,9,1.0,1.0,2.0,0,1,2,,3.0,2.0,70.0,,2,,3.0,2.0,74.0,,3.0
288_12_1,28812,2,1,19380102,74,8,4.0,,,0,1,2,,2.0,2.0,80.0,,2,,4.0,2.0,78.0,,2.0
289_1_1,28901,1,1,19481002,63,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,3.0,2.0,75.0,,1.0
289_2_1,28902,1,1,19391211,72,9,1.0,1.0,2.0,0,1,2,,6.0,2.0,72.0,,2,,3.0,2.0,70.0,,2.0
289_3_2,28903,2,2,19680415,44,4,1.0,1.0,1.0,0,1,2,,2.0,1.0,,65.0,2,,6.0,1.0,,70.0,4.0
289_4_1,28904,1,1,19471016,64,10,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,71.0,,2.0
289_5_1,28905,1,1,19720503,40,4,1.0,1.0,2.0,0,1,2,,6.0,1.0,,69.0,2,,3.0,1.0,,72.0,2.0
289_6_1,28906,1,1,19580117,54,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,59.0,,2,,2.0,1.0,,73.0,1.0
289_9_1,28909,1,1,19430117,69,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,50.0,,2,,2.0,2.0,63.0,,2.0
289_11_1,28911,1,1,19530207,59,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,69.0,,2,,2.0,2.0,65.0,,3.0
290_1_1,29001,1,1,19750707,37,1,1.0,1.0,2.0,0,1,2,,5.0,1.0,,68.0,2,,4.0,2.0,68.0,,3.0
290_4_1,29004,1,1,19440910,67,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,60.0,,2,,2.0,2.0,67.0,,2.0
290_5_1,29005,1,1,19420120,70,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,77.0,,2.0
290_6_1,29006,1,1,19520804,60,1,1.0,1.0,2.0,0,1,2,,3.0,2.0,69.0,,2,,3.0,2.0,70.0,,1.0
290_7_1,29007,1,1,19451010,66,10,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,77.0,,2.0
290_8_1,29008,1,1,19370408,75,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,71.0,,2.0
290_10_1,29010,1,1,19380316,74,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,2.0,2.0,78.0,,1.0
290_11_1,29011,1,1,19620701,50,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,4.0,1.0,,74.0,1.0
291_1_2,29101,2,2,19481024,64,0,1.0,1.0,1.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,72.0,,6.0
291_2_2,29102,2,2,19560320,56,7,1.0,1.0,1.0,0,1,2,,1.0,1.0,,74.0,2,,1.0,2.0,74.0,,2.0
291_3_1,29103,1,1,19580427,54,5,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,1.0,2.0,75.0,,5.0
291_4_2,29104,2,2,19510515,61,5,1.0,1.0,1.0,0,1,2,,1.0,1.0,,84.0,2,,1.0,2.0,84.0,,7.0
291_5_4,29105,2,2,19830126,29,8,1.0,1.0,3.0,3,1,2,,3.0,1.0,,50.0,2,,3.0,1.0,,55.0,5.0
291_7_1,29107,2,1,19611005,51,0,1.0,2.0,,0,1,2,,1.0,1.0,,85.0,2,,1.0,2.0,80.0,,5.0
292_2_2,29202,2,2,19790501,33,5,1.0,1.0,1.0,0,1,2,,3.0,1.0,,62.0,2,,3.0,1.0,,62.0,2.0
292_3_2,29203,2,2,19560218,56,8,1.0,1.0,1.0,0,1,2,,1.0,1.0,,80.0,2,,1.0,2.0,68.0,,3.0
292_4_2,29204,2,2,19680608,44,4,1.0,1.0,1.0,0,1,2,,1.0,1.0,,80.0,2,,1.0,1.0,,80.0,3.0
292_5_1,29205,1,1,19480220,64,8,1.0,2.0,,0,1,2,,1.0,2.0,90.0,,2,,1.0,2.0,70.0,,7.0
292_7_2,29207,2,2,19640207,48,8,1.0,1.0,1.0,0,1,2,,1.0,1.0,,74.0,2,,1.0,1.0,,80.0,5.0
292_8_2,29208,2,2,19661027,45,11,1.0,1.0,1.0,0,1,2,,2.0,2.0,60.0,,2,,2.0,2.0,62.0,,5.0
293_1_1,29301,1,1,19770420,35,5,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,2.0,2.0,65.0,,2.0
293_3_1,29303,1,1,19530216,59,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,71.0,,2.0
293_4_1,29304,1,1,19581203,53,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,71.0,,2,,2.0,2.0,72.0,,2.0
